entity_id;state;last_updated
device_tracker.sm_g960f;GYM Status;2023-01-16 19:15:05.308532
device_tracker.sm_g960f;GYM Status;2023-01-16 19:15:15.547093
device_tracker.sm_g960f;GYM Status;2023-01-16 19:15:25.612703
device_tracker.sm_g960f;GYM Status;2023-01-16 19:18:02.542191
device_tracker.sm_g960f;GYM Status;2023-01-16 19:19:04.433171
device_tracker.sm_g960f;GYM Status;2023-01-16 19:20:31.564897
sensor.sm_g960f_battery_level;14;2023-01-16 19:44:00.505783
sensor.sm_g960f_battery_temperature;22.3;2023-01-16 19:44:00.506848
sensor.sm_g960f_battery_power;0.0;2023-01-16 19:44:00.507814
device_tracker.sm_g960f;not_home;2023-01-16 19:44:02.403445
device_tracker.sm_g960f;not_home;2023-01-16 19:44:12.161610
device_tracker.sm_g960f;not_home;2023-01-16 19:44:22.302185
device_tracker.sm_g960f;not_home;2023-01-16 19:44:32.353706
device_tracker.sm_g960f;not_home;2023-01-16 19:44:43.466003
device_tracker.sm_g960f;home;2023-01-16 19:49:19.670383
sensor.sm_g960f_battery_level;13;2023-01-16 19:49:31.783071
sensor.sm_g960f_battery_temperature;22.4;2023-01-16 19:49:31.784150
sensor.sm_g960f_battery_power;0.0;2023-01-16 19:49:31.784992
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 112, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 19:49:33.068887
device_tracker.sm_g960f;home;2023-01-16 19:49:33.533683
device_tracker.sm_g960f;home;2023-01-16 19:49:46.504284
sensor.sm_g960f_battery_temperature;23.0;2023-01-16 19:49:46.733418
sensor.sm_g960f_battery_power;0.0;2023-01-16 19:49:46.734520
sensor.sm_g960f_wifi_connection;MEO-CASA2D;2023-01-16 19:49:46.735355
device_tracker.sm_g960f;home;2023-01-16 19:49:56.154821
device_tracker.sm_g960f;home;2023-01-16 19:50:06.537501
device_tracker.sm_g960f;home;2023-01-16 19:50:15.893984
sensor.sm_g960f_battery_level;12;2023-01-16 19:51:23.641980
sensor.sm_g960f_battery_state;charging;2023-01-16 19:51:23.642988
binary_sensor.sm_g960f_is_charging;on;2023-01-16 19:51:23.643830
sensor.sm_g960f_charger_type;ac;2023-01-16 19:51:23.644590
sensor.sm_g960f_battery_temperature;23.8;2023-01-16 19:51:23.645420
sensor.sm_g960f_battery_power;0.0;2023-01-16 19:51:23.648967
device_tracker.sm_g960f;home;2023-01-16 19:51:25.068125
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 124, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 19:51:29.952524
device_tracker.sm_g960f;home;2023-01-16 19:51:35.402015
sensor.sm_g960f_battery_level;13;2023-01-16 19:51:37.522752
sensor.sm_g960f_battery_temperature;23.6;2023-01-16 19:51:37.523823
sensor.sm_g960f_battery_power;0.01;2023-01-16 19:51:37.524765
device_tracker.sm_g960f;home;2023-01-16 19:51:45.492668
device_tracker.sm_g960f;home;2023-01-16 19:51:57.171332
device_tracker.sm_g960f;home;2023-01-16 19:52:07.186780
sensor.sm_g960f_battery_level;14;2023-01-16 19:52:53.811206
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 112, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 19:53:06.426003
device_tracker.sm_g960f;home;2023-01-16 19:53:15.619240
device_tracker.sm_g960f;home;2023-01-16 19:53:25.540632
device_tracker.sm_g960f;home;2023-01-16 19:53:36.518927
device_tracker.sm_g960f;home;2023-01-16 19:55:53.976392
sensor.sm_g960f_battery_level;20;2023-01-16 19:57:00.521457
sensor.sm_g960f_battery_temperature;23.8;2023-01-16 19:57:00.522528
device_tracker.sm_g960f;home;2023-01-16 19:57:12.619317
device_tracker.sm_g960f;home;2023-01-16 19:57:22.706545
device_tracker.sm_g960f;home;2023-01-16 19:57:32.743601
device_tracker.sm_g960f;home;2023-01-16 19:57:42.924705
device_tracker.sm_g960f;home;2023-01-16 20:02:19.689316
sensor.sm_g960f_battery_level;35;2023-01-16 20:08:15.287747
sensor.sm_g960f_battery_temperature;24.4;2023-01-16 20:08:15.289550
device_tracker.sm_g960f;home;2023-01-16 20:08:16.968753
device_tracker.sm_g960f;home;2023-01-16 20:08:34.118145
device_tracker.sm_g960f;home;2023-01-16 20:08:44.531213
device_tracker.sm_g960f;home;2023-01-16 20:08:54.541755
device_tracker.sm_g960f;home;2023-01-16 20:09:04.590395
sensor.sm_g960f_battery_level;51;2023-01-16 20:19:45.316499
sensor.sm_g960f_battery_temperature;25.3;2023-01-16 20:19:45.317553
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 124, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 20:19:45.320043
device_tracker.sm_g960f;home;2023-01-16 20:19:46.799077
device_tracker.sm_g960f;home;2023-01-16 20:19:56.880717
device_tracker.sm_g960f;home;2023-01-16 20:20:06.830578
device_tracker.sm_g960f;home;2023-01-16 20:20:16.825330
